timestamp_utc,tripId,codTren,codLinea,retrasoMin,codEstAct,codEstSig,horaLlegadaSigEst,codEstDest,codEstOrig,porAvanc,latitud,longitud,nucleo,accesible,via,nextVia
2026-07-27T00:03:25Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:07:41Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:12:42Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:17:43Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:22:43Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:27:38Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:32:54Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:37:39Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:42:43Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:47:41Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:52:42Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T00:58:10Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T01:03:05Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T01:07:58Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T01:12:47Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T01:17:46Z,1006L76579C5,76579,C5,0,35607,35607,2026-07-28T01:00:00,35607,35609,A,40.330883,-3.8823783,10,False,2,2
2026-07-27T01:22:50Z,1006L20403C4b,20403,C4b,2,17000,17001,2026-07-27T05:12:00,17005,17000,E,40.471325,-3.6833096,10,False,5,1
2026-07-27T01:22:50Z,1006L20008C3,20008,C3,2,17000,18002,2026-07-27T06:18:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:22:50Z,1006L21500C2,21500,C2,2,17000,18002,2026-07-27T05:06:00,70200,17000,E,40.47097,-3.68245,10,False,9,2
2026-07-27T01:22:50Z,1006L20204C4,20204,C4,2,17000,18002,2026-07-27T05:32:00,37012,17000,E,40.471325,-3.6833096,10,False,2,8
2026-07-27T01:22:50Z,1006L20002C3,20002,C3,2,17000,18002,2026-07-27T05:18:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:22:50Z,1006L20006C3,20006,C3,2,17000,18002,2026-07-27T06:03:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:22:50Z,1006L20004C3,20004,C3,2,17000,18002,2026-07-27T05:35:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:27:56Z,1006L20403C4b,20403,C4b,7,17000,17001,2026-07-27T05:17:00,17005,17000,E,40.471325,-3.6833096,10,False,5,1
2026-07-27T01:27:56Z,1006L21500C2,21500,C2,7,17000,18002,2026-07-27T05:11:00,70200,17000,E,40.47097,-3.68245,10,False,9,2
2026-07-27T01:27:56Z,1006L20002C3,20002,C3,7,17000,18002,2026-07-27T05:23:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:27:56Z,1006L20004C3,20004,C3,7,17000,18002,2026-07-27T05:40:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:27:56Z,1006L20204C4,20204,C4,7,17000,18002,2026-07-27T05:37:00,37012,17000,E,40.471325,-3.6833096,10,False,2,8
2026-07-27T01:27:56Z,1006L20006C3,20006,C3,7,17000,18002,2026-07-27T06:08:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:27:56Z,1006L20008C3,20008,C3,7,17000,18002,2026-07-27T06:23:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:32:55Z,1006L20403C4b,20403,C4b,12,17000,17001,2026-07-27T05:22:00,17005,17000,E,40.471325,-3.6833096,10,False,5,1
2026-07-27T01:32:55Z,1006L21500C2,21500,C2,12,17000,18002,2026-07-27T05:16:00,70200,17000,E,40.47097,-3.68245,10,False,9,2
2026-07-27T01:32:55Z,1006L20002C3,20002,C3,12,17000,18002,2026-07-27T05:28:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:32:55Z,1006L20004C3,20004,C3,12,17000,18002,2026-07-27T05:45:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:32:55Z,1006L20204C4,20204,C4,12,17000,18002,2026-07-27T05:42:00,37012,17000,E,40.471325,-3.6833096,10,False,2,8
2026-07-27T01:32:55Z,1006L20006C3,20006,C3,12,17000,18002,2026-07-27T06:13:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:32:55Z,1006L20008C3,20008,C3,12,17000,18002,2026-07-27T06:28:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:37:39Z,1006L20403C4b,20403,C4b,17,17000,17001,2026-07-27T05:27:00,17005,17000,E,40.471325,-3.6833096,10,False,5,1
2026-07-27T01:37:39Z,1006L20008C3,20008,C3,17,17000,18002,2026-07-27T06:33:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:37:39Z,1006L21500C2,21500,C2,17,17000,18002,2026-07-27T05:21:00,70200,17000,E,40.47097,-3.68245,10,False,9,2
2026-07-27T01:37:39Z,1006L20002C3,20002,C3,17,17000,18002,2026-07-27T05:33:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:37:39Z,1006L20204C4,20204,C4,17,17000,18002,2026-07-27T05:47:00,37012,17000,E,40.471325,-3.6833096,10,False,2,8
2026-07-27T01:37:39Z,1006L20004C3,20004,C3,17,17000,18002,2026-07-27T05:50:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:37:39Z,1006L20006C3,20006,C3,17,17000,18002,2026-07-27T06:18:00,60200,17000,E,40.471382,-3.6834786,10,False,2,8
2026-07-27T01:42:42Z,1006L20204C4,20204,C4,20,17000,18002,2026-07-27T05:50:00,37012,17000,E,40.471325,-3.6833096,10,False,2,8
2026-07-27T01:47:45Z,1006L20204C4,20204,C4,20,17000,18002,2026-07-27T05:50:00,37012,17000,E,40.471325,-3.6833096,10,False,2,8
