timestamp_utc,tripId,codTren,codLinea,retrasoMin,codEstAct,codEstSig,horaLlegadaSigEst,codEstDest,codEstOrig,porAvanc,latitud,longitud,nucleo,accesible,via,nextVia
2026-04-02T00:00:34Z,3288J36323C1,36323,C1,0,54517,54517,2026-04-02T02:10:00,54516,54517,A,36.715366,-4.4266005,32,False,1,1
2026-04-02T00:05:17Z,3288J36323C1,36323,C1,0,54517,54517,2026-04-02T02:10:00,54516,54517,A,36.715366,-4.4266005,32,False,1,1
2026-04-02T00:05:17Z,3288J36318C1,36318,C1,0,54516,54516,2026-04-02T02:20:00,54517,54516,A,36.541843,-4.6237864,32,False,1,1
2026-04-02T00:10:18Z,3288J36318C1,36318,C1,0,54516,54516,2026-04-02T02:20:00,54517,54516,A,36.541843,-4.6237864,32,False,1,1
2026-04-02T00:15:19Z,3288J36325C1,36325,C1,0,54517,54517,2026-04-02T02:30:00,54516,54517,A,36.715366,-4.4266005,32,False,1,1
2026-04-02T00:15:19Z,3288J36318C1,36318,C1,0,54516,54516,2026-04-02T02:20:00,54517,54516,A,36.541843,-4.6237864,32,False,1,1
2026-04-02T00:15:19Z,3288J36323C1,36323,C1,0,54501,54503,2026-04-02T02:18:34,54516,54517,E,36.70121,-4.454409,32,False,1,1
2026-04-02T00:20:18Z,3288J36325C1,36325,C1,0,54517,54517,2026-04-02T02:30:00,54516,54517,A,36.715366,-4.4266005,32,False,1,1
2026-04-02T00:20:18Z,3288J36323C1,36323,C1,0,54505,54505,2026-04-02T02:21:00,54516,54517,A,36.677452,-4.490335,32,False,1,1
2026-04-02T00:25:15Z,3288J36325C1,36325,C1,0,54517,54517,2026-04-02T02:30:00,54516,54517,A,36.715366,-4.4266005,32,False,1,1
2026-04-02T00:25:15Z,3288J36318C1,36318,C1,2,54514,54514,2026-04-02T02:25:44,54517,54516,A,36.564964,-4.6067243,32,False,1,1
